rank,district,state,risk_score,dominant_hazard,dominant_hazard_score,explanation,recommendation,population_at_risk,children_under5_at_risk,adaptive_capacity,wash_sanitation_pct,wash_disruption_days
369,Debagarh,Odisha,4.42,wet-bulb heat,2.53,High wet-bulb heat hazard (2.5) compounded by poor water access (86%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,459802,39085,0.785,69.9,75.6
370,Giridih,Jharkhand,4.42,wet-bulb heat,2.56,High wet-bulb heat hazard (2.6) compounded by poor sanitation (59%) and poor water access (88%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4443329,510984,0.693,59.2,54.9
371,Mahasamund,Chhattisgarh,4.4,wet-bulb heat,3.26,High wet-bulb heat hazard (3.3) compounded by high population (1.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1739483,173948,0.858,84.2,86.1
372,Gwalior,Madhya Pradesh,4.4,wet-bulb heat,2.45,High wet-bulb heat hazard (2.5) compounded by high population (3.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3843860,422825,0.856,83.2,76.8
373,Mahendragarh,Haryana,4.4,wet-bulb heat,2.21,High wet-bulb heat hazard (2.2) compounded by high population (1.4M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1439186,144955,0.89,79.8,65.5
374,Hydrabad,Telangana,4.4,drought,2.3,High drought hazard (2.3) compounded by poor water access (0%) and poor sanitation (0%).,Expand piped supply from drought-resilient sources; rainwater harvesting; reduce water losses.,4377621,328322,0.0,0.0,12.7
375,Pashchimi Singhbhum,Jharkhand,4.39,wet-bulb heat,3.05,High wet-bulb heat hazard (3.0) compounded by poor sanitation (38%) and poor water access (79%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2438494,247581,0.605,37.7,66.8
376,Dumka,Jharkhand,4.39,wet-bulb heat,2.71,High wet-bulb heat hazard (2.7) compounded by poor sanitation (42%) and high population (1.9M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1879140,239865,0.624,41.5,72.7
377,Datia,Madhya Pradesh,4.39,wet-bulb heat,2.77,High wet-bulb heat hazard (2.8) compounded by poor sanitation (67%) and high population (1.2M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1191507,131066,0.788,66.8,88.5
378,Shahid Bhagat Singh Nagar,Punjab,4.39,wet-bulb heat,3.43,High wet-bulb heat hazard (3.4).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,799678,59977,0.95,91.3,90.8
379,Bemetra,Chhattisgarh,4.39,wet-bulb heat,3.48,High wet-bulb heat hazard (3.5) compounded by high population (1.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1321313,132132,0.854,80.5,98.6
380,Uttara Kannada,Karnataka,4.38,flood,3.5,High flood hazard (3.5) compounded by poor water access (85%) and high population (1.7M).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,1670777,133663,0.898,89.6,60.9
381,Sonbhadra,Uttar Pradesh,4.38,wet-bulb heat,2.74,High wet-bulb heat hazard (2.7) compounded by poor water access (90%) and high population (2.6M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2555295,306174,0.738,70.6,73.9
382,Sidhi,Madhya Pradesh,4.38,wet-bulb heat,2.24,High wet-bulb heat hazard (2.2) compounded by poor sanitation (45%) and poor water access (84%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1589282,188223,0.691,44.7,59.0
383,Nainital,Uttarakhand,4.38,flood,2.49,High flood hazard (2.5) compounded by high population (1.6M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,1598510,135872,0.872,82.4,43.2
384,Jhabua,Madhya Pradesh,4.36,wet-bulb heat,3.26,High wet-bulb heat hazard (3.3) compounded by poor sanitation (58%) and poor water access (85%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1848795,203365,0.703,57.6,51.5
385,Gariaband,Chhattisgarh,4.36,wet-bulb heat,3.31,High wet-bulb heat hazard (3.3) compounded by high population (1.1M) and low adaptive capacity.,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1092059,109207,0.0,81.0,75.6
386,Darjiling,West Bengal,4.36,flood,4.12,High flood hazard (4.1) compounded by poor water access (91%) and high population (2.3M).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,2298789,183902,0.0,83.0,24.5
387,Chandrapur,Maharashtra,4.35,flood,3.78,High flood hazard (3.8) compounded by high population (3.2M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,3219683,281880,0.89,77.3,91.6
388,Satna,Madhya Pradesh,4.35,wet-bulb heat,2.94,High wet-bulb heat hazard (2.9) compounded by poor sanitation (55%) and high population (4.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4119978,453198,0.749,55.4,67.8
389,Balod,Chhattisgarh,4.34,wet-bulb heat,2.77,High wet-bulb heat hazard (2.8) compounded by high population (1.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1491240,149124,0.878,83.8,67.1
390,Garhwa,Jharkhand,4.34,wet-bulb heat,3.05,High wet-bulb heat hazard (3.0) compounded by poor sanitation (54%) and high population (2.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2038364,234410,0.707,54.1,73.2
391,Hazaribagh,Jharkhand,4.34,wet-bulb heat,2.51,High wet-bulb heat hazard (2.5) compounded by poor sanitation (56%) and poor water access (86%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3105492,357131,0.719,55.6,35.8
392,Sahibzada Ajit Singh Nagar,Punjab,4.34,flood,2.97,High flood hazard (3.0) compounded by high population (2.9M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2866972,215024,0.933,87.6,68.7
393,Khunti,Jharkhand,4.34,wet-bulb heat,3.08,High wet-bulb heat hazard (3.1) compounded by poor water access (69%) and poor sanitation (55%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,867392,99749,0.648,55.2,38.5
394,Jodhpur,Rajasthan,4.31,wet-bulb heat,1.73,High wet-bulb heat hazard (1.7) compounded by high population (5.9M) and groundwater stress (0.77).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5865527,674538,0.822,75.4,56.8
395,Mungeli,Chhattisgarh,4.31,wet-bulb heat,3.36,High wet-bulb heat hazard (3.4) compounded by high population (1.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1013161,101316,0.808,80.7,91.7
396,West Kameng,Arunachal Pradesh,4.3,cold wave,2.15,High cold wave hazard (2.1).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,249601,23713,0.879,88.9,5.3
397,Balangir,Odisha,4.29,flood,2.57,High flood hazard (2.6) compounded by poor sanitation (66%) and high population (2.8M).,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,2757949,241908,0.804,66.3,90.7
398,Sundargarh,Odisha,4.28,wet-bulb heat,2.7,High wet-bulb heat hazard (2.7) compounded by poor sanitation (66%) and high population (3.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3455592,293726,0.793,65.5,77.0
399,Jhansi,Uttar Pradesh,4.28,wet-bulb heat,2.58,High wet-bulb heat hazard (2.6) compounded by high population (3.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3334815,366832,0.81,73.2,85.4
400,Devbhumi Dwarka,Gujarat,4.28,flood,3.48,High flood hazard (3.5).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,912544,77566,0.833,73.4,81.9
401,Tenkasi,Kerala,4.28,flood,4.16,High flood hazard (4.2) compounded by poor water access (0%) and poor sanitation (0%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,2160820,140454,0.0,0.0,35.9
402,Sehore,Madhya Pradesh,4.27,flood,3.09,High flood hazard (3.1) compounded by high population (2.3M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2329829,256284,0.805,75.2,50.7
403,Simdega,Jharkhand,4.27,wet-bulb heat,3.02,High wet-bulb heat hazard (3.0) compounded by poor water access (67%) and high population (1.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1042811,108395,0.703,71.3,54.8
404,South Garo Hills,Meghalaya,4.27,flood,3.68,High flood hazard (3.7) compounded by poor water access (60%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,182686,20095,0.807,88.4,45.8
405,Kulgam,Jammu & Kashmir,4.27,cold wave,3.21,High cold wave hazard (3.2) compounded by high population (1.3M).,Targeted protection for elderly and children; heated community spaces.,1295046,123030,0.88,80.5,0.0
406,Baudh,Odisha,4.26,flood,2.72,High flood hazard (2.7) compounded by poor sanitation (53%) and low adaptive capacity.,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,726704,62622,0.763,52.9,82.3
407,Anantnag,Jammu & Kashmir,4.26,cold wave,3.99,High cold wave hazard (4.0) compounded by high population (1.2M).,Targeted protection for elderly and children; heated community spaces.,1189134,112968,0.888,84.7,0.0
408,West Godavari,Andhra Pradesh,4.26,wet-bulb heat,2.73,High wet-bulb heat hazard (2.7) compounded by high population (6.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6225027,466877,0.892,80.8,130.2
409,Srikakulam,Andhra Pradesh,4.26,wet-bulb heat,3.46,High wet-bulb heat hazard (3.5) compounded by poor water access (88%) and high population (3.9M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3902934,390293,0.803,71.6,118.7
410,Garhwal,Uttarakhand,4.25,flood,2.81,High flood hazard (2.8) compounded by poor water access (84%) and high population (1.1M).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,1129078,95970,0.0,83.3,18.6
411,Kabeerdham,Chhattisgarh,4.25,wet-bulb heat,3.87,High wet-bulb heat hazard (3.9) compounded by high population (1.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1624887,162487,0.839,80.3,81.9
412,Kalimpong,West Bengal,4.25,flood,2.61,High flood hazard (2.6) compounded by poor water access (0%) and poor sanitation (0%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,425451,34036,0.0,0.0,8.6
413,Jharsuguda,Odisha,4.25,flood,2.76,High flood hazard (2.8) compounded by poor water access (88%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,971825,82604,0.822,70.0,78.1
414,Chhatarpur,Madhya Pradesh,4.24,wet-bulb heat,3.22,High wet-bulb heat hazard (3.2) compounded by poor sanitation (56%) and poor water access (86%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3007745,330848,0.722,55.5,82.1
415,Anugul,Odisha,4.24,wet-bulb heat,2.37,High wet-bulb heat hazard (2.4) compounded by poor water access (76%) and poor sanitation (66%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1891790,160802,0.758,66.4,90.3
416,Sawai Madhopur,Rajasthan,4.24,wet-bulb heat,2.26,High wet-bulb heat hazard (2.3) compounded by high population (1.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1738028,199873,0.794,71.2,70.0
417,Jamnagar,Gujarat,4.23,flood,2.73,High flood hazard (2.7) compounded by high population (2.2M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2203326,187282,0.906,86.6,95.5
418,Ranchi,Jharkhand,4.22,wet-bulb heat,2.81,High wet-bulb heat hazard (2.8) compounded by poor water access (86%) and high population (5.6M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,5579196,641608,0.797,77.2,34.1
419,Churu,Rajasthan,4.22,wet-bulb heat,1.64,High wet-bulb heat hazard (1.6) compounded by high population (3.0M) and groundwater stress (1.00).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3017521,289661,0.848,80.2,52.8
420,Ganjam,Odisha,4.22,wet-bulb heat,3.35,High wet-bulb heat hazard (3.4) compounded by poor water access (90%) and high population (5.2M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,5243356,449817,0.81,72.9,110.8
421,Jabalpur,Madhya Pradesh,4.22,wet-bulb heat,3.25,High wet-bulb heat hazard (3.2) compounded by poor sanitation (62%) and high population (4.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3991156,439025,0.79,61.9,62.6
422,Kendujhar,Odisha,4.21,wet-bulb heat,2.93,High wet-bulb heat hazard (2.9) compounded by poor sanitation (48%) and high population (2.9M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2850663,242304,0.719,47.6,60.3
423,Jhunjhunun,Rajasthan,4.21,wet-bulb heat,2.75,High wet-bulb heat hazard (2.8) compounded by poor water access (25%) and poor sanitation (20%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3194831,307553,0.215,19.8,64.0
424,Karauli,Rajasthan,4.2,wet-bulb heat,2.79,High wet-bulb heat hazard (2.8) compounded by poor sanitation (50%) and high population (2.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2513853,289073,0.745,49.9,79.4
425,Jaipur,Rajasthan,4.19,wet-bulb heat,2.53,High wet-bulb heat hazard (2.5) compounded by high population (11.2M) and groundwater stress (1.00).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,11150982,1282364,0.859,79.6,51.3
426,Alirajpur,Madhya Pradesh,4.19,wet-bulb heat,2.93,High wet-bulb heat hazard (2.9) compounded by poor water access (90%) and high population (1.2M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1233911,133821,0.772,84.7,51.8
427,Panchkula,Haryana,4.19,flood,3.61,High flood hazard (3.6) compounded by high population (1.6M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,1612129,118693,0.92,82.6,42.9
428,Rajnandgaon,Chhattisgarh,4.18,wet-bulb heat,3.42,High wet-bulb heat hazard (3.4) compounded by high population (2.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2627528,262753,0.865,79.2,77.7
429,Amreli,Gujarat,4.18,flood,2.79,High flood hazard (2.8) compounded by high population (2.1M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2146298,182438,0.852,73.3,72.3
430,Komaram Bheem,Maharashtra,4.17,flood,3.47,High flood hazard (3.5) compounded by poor water access (20%) and poor sanitation (12%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,677034,57302,0.162,11.6,73.4
431,Krishna,Andhra Pradesh,4.17,wet-bulb heat,2.53,High wet-bulb heat hazard (2.5) compounded by high population (6.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6005914,450443,0.879,79.1,127.0
432,Hamirpur,Uttar Pradesh,4.16,wet-bulb heat,2.04,High wet-bulb heat hazard (2.0) compounded by high population (2.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2612371,270912,0.842,77.7,56.3
433,Lohardaga,Jharkhand,4.15,wet-bulb heat,3.49,High wet-bulb heat hazard (3.5) compounded by poor water access (78%) and low adaptive capacity.,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,688089,79129,0.736,67.7,29.0
434,Gumla,Jharkhand,4.15,wet-bulb heat,3.23,High wet-bulb heat hazard (3.2) compounded by poor sanitation (50%) and poor water access (75%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1596868,183640,0.673,50.1,31.0
435,Dausa,Rajasthan,4.14,wet-bulb heat,2.89,High wet-bulb heat hazard (2.9) compounded by poor sanitation (59%) and high population (2.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2493066,286703,0.79,59.4,74.1
436,Dhamtari,Chhattisgarh,4.13,wet-bulb heat,3.28,High wet-bulb heat hazard (3.3) compounded by high population (1.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1143504,114349,0.894,89.8,73.6
437,Nagaur,Rajasthan,4.13,wet-bulb heat,2.25,High wet-bulb heat hazard (2.2) compounded by high population (5.4M) and groundwater stress (1.00).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5445542,626229,0.842,79.0,54.9
438,Katni,Madhya Pradesh,4.13,wet-bulb heat,3.34,High wet-bulb heat hazard (3.3) compounded by poor sanitation (54%) and high population (2.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2056819,226251,0.753,53.5,63.4
439,Jashpur,Chhattisgarh,4.12,wet-bulb heat,3.36,High wet-bulb heat hazard (3.4) compounded by poor water access (89%) and high population (1.4M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1423975,147537,0.793,72.8,41.7
440,Narsimhapur,Madhya Pradesh,4.12,wet-bulb heat,2.78,High wet-bulb heat hazard (2.8) compounded by high population (1.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1788596,196747,0.827,77.0,59.4
441,The Dangs,Gujarat,4.12,flood,3.48,High flood hazard (3.5) compounded by poor water access (91%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,336204,28577,0.8,71.7,42.0
442,Aurangabad,Maharashtra,4.1,wet-bulb heat,2.68,High wet-bulb heat hazard (2.7) compounded by high population (11.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,11491159,1214848,0.822,69.1,63.3
443,Tonk,Rajasthan,4.1,wet-bulb heat,1.75,High wet-bulb heat hazard (1.8) compounded by poor sanitation (66%) and poor water access (91%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2465978,283588,0.78,66.2,52.9
444,Bhopal,Madhya Pradesh,4.1,flood,2.59,High flood hazard (2.6) compounded by high population (3.9M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,3886622,427530,0.854,79.6,34.0
445,Shahdol,Madhya Pradesh,4.1,wet-bulb heat,2.83,High wet-bulb heat hazard (2.8) compounded by poor water access (79%) and poor sanitation (61%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1625959,175172,0.738,61.4,50.8
446,Gaurella Pendra Marwahi,Chhattisgarh,4.1,wet-bulb heat,3.54,High wet-bulb heat hazard (3.5) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,491525,49153,0.0,0.0,40.7
447,Surajpur,Chhattisgarh,4.1,wet-bulb heat,3.17,High wet-bulb heat hazard (3.2) compounded by poor water access (83%) and high population (1.2M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1157158,115716,0.789,75.4,40.9
448,Latehar,Jharkhand,4.1,wet-bulb heat,3.06,High wet-bulb heat hazard (3.1) compounded by poor sanitation (51%) and poor water access (79%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1530573,176015,0.65,51.4,38.4
449,Niwari,Madhya Pradesh,4.09,wet-bulb heat,3.33,High wet-bulb heat hazard (3.3) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,523463,57582,0.0,0.0,86.7
450,Bhandara,Maharashtra,4.08,wet-bulb heat,3.25,High wet-bulb heat hazard (3.2) compounded by high population (1.4M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1424938,127894,0.892,81.8,97.5
451,Surendranagar,Gujarat,4.07,wet-bulb heat,2.06,High wet-bulb heat hazard (2.1) compounded by poor sanitation (64%) and high population (2.4M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2410238,204869,0.816,63.8,85.1
452,Nagpur,Maharashtra,4.06,wet-bulb heat,2.8,High wet-bulb heat hazard (2.8) compounded by high population (7.4M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,7444175,633159,0.94,88.9,74.5
453,Baramula,Jammu & Kashmir,4.06,cold wave,3.73,High cold wave hazard (3.7) compounded by high population (1.8M).,Targeted protection for elderly and children; heated community spaces.,1762082,167399,0.857,77.7,0.0
454,Umaria,Madhya Pradesh,4.06,wet-bulb heat,3.11,High wet-bulb heat hazard (3.1) compounded by poor sanitation (54%) and poor water access (80%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,750401,81862,0.72,53.7,63.2
455,Kalahandi,Odisha,4.05,wet-bulb heat,2.71,High wet-bulb heat hazard (2.7) compounded by poor sanitation (64%) and high population (2.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2711436,271145,0.789,64.4,76.0
456,Indore,Madhya Pradesh,4.05,wet-bulb heat,2.72,High wet-bulb heat hazard (2.7) compounded by high population (6.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6040612,664468,0.883,90.0,35.7
457,Pune,Maharashtra,4.04,wet-bulb heat,2.77,High wet-bulb heat hazard (2.8) compounded by high population (16.4M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,16431048,1394021,0.9,79.6,24.0
458,Nandurbar,Maharashtra,4.04,wet-bulb heat,2.72,High wet-bulb heat hazard (2.7) compounded by poor sanitation (54%) and high population (2.8M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2823394,283160,0.728,54.1,56.6
459,Kra Daadi,Arunachal Pradesh,4.04,landslide,2.53,High landslide hazard (2.5).,Pre-position rescue equipment; community early warning via voice messages; slope stabilisation.,194504,18478,0.835,89.3,0.0
460,Bilaspur,Himachal Pradesh,4.04,wet-bulb heat,2.88,High wet-bulb heat hazard (2.9) compounded by high population (3.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3621248,341297,0.875,80.8,77.6
461,Panna,Madhya Pradesh,4.04,wet-bulb heat,3.27,High wet-bulb heat hazard (3.3) compounded by poor sanitation (44%) and poor water access (86%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1422700,156497,0.681,43.8,69.9
462,Jagtial,Telangana,4.03,wet-bulb heat,3.45,High wet-bulb heat hazard (3.5) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1312993,98475,0.0,0.0,79.5
463,Pathankot,Punjab,4.02,wet-bulb heat,3.61,High wet-bulb heat hazard (3.6).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,917575,65427,0.91,79.2,53.8
464,Ranipet,Tamil Nadu,4.01,flood,3.1,High flood hazard (3.1) compounded by poor water access (0%) and poor sanitation (0%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,2060977,144268,0.0,0.0,112.3
465,Morbi,Gujarat,4.01,flood,2.2,High flood hazard (2.2) compounded by high population (1.4M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,1420621,120752,0.885,80.1,80.1
466,Khandwa (East Nimar),Madhya Pradesh,4.01,wet-bulb heat,2.71,High wet-bulb heat hazard (2.7) compounded by poor water access (89%) and high population (2.4M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2433104,265775,0.803,76.7,61.3
467,Kangpokpi,Manipur,4.0,landslide,1.72,High landslide hazard (1.7) compounded by poor water access (0%) and poor sanitation (0%).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,777630,66099,0.0,0.0,0.8
468,Damoh,Madhya Pradesh,4.0,wet-bulb heat,3.25,High wet-bulb heat hazard (3.2) compounded by poor sanitation (41%) and poor water access (81%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2079168,228709,0.676,40.6,66.1
469,Koriya,Chhattisgarh,4.0,wet-bulb heat,3.28,High wet-bulb heat hazard (3.3) compounded by poor water access (88%) and high population (1.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1049743,110061,0.79,73.3,45.0
470,Upper Siang,Arunachal Pradesh,3.99,cold wave,2.74,High cold wave hazard (2.7).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,58944,5599,0.87,91.8,0.0
471,Kota,Rajasthan,3.99,wet-bulb heat,2.91,High wet-bulb heat hazard (2.9) compounded by high population (2.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2785527,315019,0.859,79.0,71.4
472,Uttar Bastar Kanker,Chhattisgarh,3.98,wet-bulb heat,3.05,High wet-bulb heat hazard (3.0) compounded by high population (1.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1130306,113029,0.861,80.5,58.4
473,Lunglei,Mizoram,3.98,flood,3.15,High flood hazard (3.1).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,240457,21640,0.926,95.6,51.1
474,Bundi,Rajasthan,3.98,wet-bulb heat,2.8,High wet-bulb heat hazard (2.8) compounded by poor sanitation (56%) and high population (2.2M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2219905,255290,0.765,56.3,80.1
475,Tehri Garhwal,Uttarakhand,3.98,cold wave,1.7,High cold wave hazard (1.7) compounded by poor water access (84%) and high population (1.0M).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,1032069,87726,0.848,84.6,5.0
476,Medchal,Telangana,3.98,wet-bulb heat,1.97,High wet-bulb heat hazard (2.0) compounded by high population (5.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5584197,418815,0.911,86.2,27.5
477,Ahmadnagar,Maharashtra,3.97,wet-bulb heat,2.97,High wet-bulb heat hazard (3.0) compounded by high population (7.0M) and poor water access (90%).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6966078,591749,0.0,79.5,30.9
478,Lalitpur,Uttar Pradesh,3.97,wet-bulb heat,2.77,High wet-bulb heat hazard (2.8) compounded by poor sanitation (64%) and high population (2.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2106819,231749,0.762,64.2,62.2
479,Kupwara,Jammu & Kashmir,3.96,cold wave,3.64,High cold wave hazard (3.6) compounded by poor water access (88%) and high population (1.6M).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,1587227,150785,0.835,67.7,0.0
480,Dhar,Madhya Pradesh,3.96,wet-bulb heat,2.99,High wet-bulb heat hazard (3.0) compounded by poor sanitation (62%) and poor water access (89%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3835739,421930,0.752,61.9,52.5
481,Surguja,Chhattisgarh,3.96,wet-bulb heat,3.23,High wet-bulb heat hazard (3.2) compounded by high population (1.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1521655,152167,0.822,75.8,34.4
482,Vidisha,Madhya Pradesh,3.96,wet-bulb heat,2.79,High wet-bulb heat hazard (2.8) compounded by poor sanitation (65%) and high population (2.6M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2570946,282804,0.781,65.2,50.6
483,Bandipore,Jammu & Kashmir,3.96,cold wave,3.32,High cold wave hazard (3.3) compounded by poor water access (90%) and poor sanitation (67%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,582411,55329,0.816,66.8,0.0
484,Nirmal,Telangana,3.95,wet-bulb heat,3.36,High wet-bulb heat hazard (3.4) compounded by poor sanitation (64%) and high population (1.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1025963,82431,0.817,63.6,70.4
485,Balaghat,Madhya Pradesh,3.95,wet-bulb heat,3.46,High wet-bulb heat hazard (3.5) compounded by poor water access (83%) and high population (2.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2460770,246077,0.829,79.6,71.8
486,Mandsaur,Madhya Pradesh,3.94,wet-bulb heat,3.02,High wet-bulb heat hazard (3.0) compounded by poor water access (78%) and poor sanitation (65%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1938148,219476,0.767,65.4,51.9
